athlete_id;athlete_full_name;games_participations;first_game;athlete_year_birth
ioannis-melissanidis;Ioannis MELISSANIDIS;2;Atlanta 1996;1977
humaid-alderei;Humaid ALDEREI;1;London 2012;1991
harvey-john-goodman;Harvey John GOODMAN;2;Barcelona 1992;1967
james-stevenson;James STEVENSON;1;Stockholm 1912;1877
johnson;Alexander JOHNSON;1;Atlanta 1996;1990
ingeborg-helen-marken;Ingeborg Helen MARKEN;2;Nagano 1998;1975
guoliang-liu;Guoliang LIU;2;Atlanta 1996;1976
joze-gazvoda;Joze GAZVODA;1;Grenoble 1968;1949
pierre-angelot;Pierre ANGELOT;1;Antwerp 1920;
ludwig-svennerstal;Ludwig SVENNERSTAL;3;London 2012;1990
evgeni-barbakov;Evgeni BARBAKOV;2;Montreal 1976;1954
elena-anokhina;Elena ANOKHINA;2;Tokyo 1964;1947
johannes-jan-jiskoot;Johannes (Jan) JISKOOT;2;Rome 1960;1940
juan-li-1;Juan LI;1;Seoul 1988;1968
gabino-lizarza-y-lizarza;Gabino LIZARZA Y LIZARZA;1;Paris 1924;1885
peter-johansson;Peter JOHANSSON;1;Calgary 1988;1967
salvatore-pelliccioni;Salvatore PELLICCIONI;1;Mexico City 1968;1933
rudolf-popler;Rudolf POPLER;2;Paris 1924;1898
charles-leslie-morton;Charles Leslie MORTON;1;Berlin 1936;1916
alan-henderson;Alan HENDERSON;3;Nagano 1998;1965
tanya-lindenmuth;Tanya LINDENMUTH;1;Sydney 2000;1979
brenda-catherine-lawson;Brenda Catherine LAWSON;2;Barcelona 1992;1967
dmitrii-polishchuk;Dmitrii POLISHCHUK;1;London 2012;1987
jose-isaac-marin-zeledon;Jose Isaac MARIN ZELEDON;1;Mexico City 1968;1946
eric-moussambani-malonga;Eric MOUSSAMBANI MALONGA;1;Sydney 2000;1978
dimitri-bascou;Dimitri BASCOU;2;London 2012;1987
ebbe-hartz;Ebbe HARTZ;2;Albertville 1992;1966
phillip-dunn;Phillip DUNN;3;Sydney 2000;1971
odalys-adams-castillo;Odalys ADAMS CASTILLO;1;Barcelona 1992;1967
natallia-dobrynska;Natallia DOBRYNSKA;3;Athens 2004;1982
hugues-legault;Hugues LEGAULT;1;Atlanta 1996;1974
per-winge;Per WINGE;1;Helsinki 1952;1914
yuka-ueno;Yuka UENO;1;Tokyo 2020;
roger-rossat-mignod;Roger ROSSAT-MIGNOD;1;Sapporo 1972;1946
schott;Nicole SCHOTT;2;PyeongChang 2018;1996
kaarina-koskinen-salme;Kaarina KOSKINEN-SALME;1;Tokyo 1964;1944
sergiy-rysenko;Sergiy RYSENKO;4;Sydney 2000;1980
kevin-kuske;Kevin KUSKE;5;Salt Lake City 2002;1979
karlis-klawa;Karlis KLAWA;1;Berlin 1936;1907
vanessa-menga;Vanessa MENGA;2;Atlanta 1996;1976
francis-joseph-budd;Francis Joseph BUDD;1;Rome 1960;1939
stephen-abas;Stephen ABAS;1;Athens 2004;1978
lucie-pelantova;Lucie PELANTOVA;1;London 2012;1986
arturo-rodriguez-jurado;Arturo RODRIGUEZ JURADO;2;Paris 1924;1907
stewart-pitt;Stewart PITT;1;Atlanta 1996;1968
mc-millan;Patrick MC MILLAN;1;PyeongChang 2018;1991
rustam-iskandari;Rustam ISKANDARI;1;London 2012;1991
alesana-sione;Alesana SIONE;2;Seoul 1988;1966
graeme-john-miller;Graeme John MILLER;3;Los Angeles 1984;1960
elke-sabina-talma;Elke Sabina TALMA;1;Barcelona 1992;1977
rafael-gonzalez-1;Rafael GONZALEZ;1;Montreal 1976;1956
ibrahima-diop;Ibrahima DIOP;2;Munich 1972;
zhen-yang;Zhen YANG;1;Barcelona 1992;1967
debbie-meyer;Debbie MEYER;1;Mexico City 1968;1952
gerald-weiss;Gerald WEISS;1;Seoul 1988;1960
eduardo-higaredo-usi;Eduardo HIGAREDO USI;3;Tokyo 1964;1937
marcel-sulliger;Marcel SULLIGER;1;Lillehammer 1994;1967
pierre-mazior;Pierre MAZIOR;1;London 1908;
jean-henrik-martell;Jean-Henrik MARTELL;1;Montreal 1976;1949
peter-haining;Peter HAINING;2;Barcelona 1992;1962
andreas-zehrer;Andreas ZEHRER;1;Athens 2004;1966
claude-ferragne;Claude FERRAGNE;1;Montreal 1976;1952
terence-rumbel;Terence RUMBEL;1;Los Angeles 1984;1951
edmee-abetel;Edmée ABETEL;1;Oslo 1952;1922
brit-mcroberts;Brit MCROBERTS;1;Los Angeles 1984;1957
vadims-vasilevskis;Vadims VASILEVSKIS;3;Athens 2004;1982
maria-branz;Maria BRANZ;2;Rio 2016;1990
adam-ruckwood;Adam RUCKWOOD;3;Barcelona 1992;1974
istvan-levai;Istvan LEVAI;1;Moscow 1980;1957
brice-guyart;Brice GUYART;3;Sydney 2000;1981
andrzej-bek;Andrzej BEK;1;Munich 1972;1951
zoltan-kondorossy;Zoltan KONDOROSSY;1;Berlin 1936;1906
lukasz-drzewinski;Lukasz DRZEWINSKI;1;Athens 2004;1984
michelle-steele;Michelle STEELE;2;Turin 2006;1986
keryn-mcmaster;Keryn MCMASTER;1;Rio 2016;1993
sergei-fesenko;Sergei FESENKO;1;Moscow 1980;1959
jessica-judd;Jessica JUDD;1;Tokyo 2020;1995
zsofia-gottschall;Zsófia GOTTSCHALL;2;Salt Lake City 2002;1978
andre-monnier;André MONNIER;2;Oslo 1952;1926
joe-salisbury;Joe SALISBURY;1;Tokyo 2020;1992
fabrice-lapierre;Fabrice LAPIERRE;2;Beijing 2008;1983
jose-maria-raymundo;Jose Maria RAYMUNDO;1;Rio 2016;1993
bowen-zhang;Bowen ZHANG;1;Tokyo 2020;1996
peter-von-allmen;Peter VON ALLMEN;1;Vancouver 2010;1978
holger-behrendt;Holger BEHRENDT;1;Seoul 1988;1964
kyung-sup-song;Kyung-Sup SONG;1;Seoul 1988;1963
guillermo-pellegrini;Guillermo PELLEGRINI;1;Montreal 1976;1945
tom-velisek;Tom VELISEK;1;Turin 2006;1981
ksenia-orlova;Ksenia ORLOVA;1;Beijing 2022;2005
samantha-kassman;Samantha KASSMAN;1;Rio 2016;1984
sabine-kleinhenz;Sabine KLEINHENZ;2;Barcelona 1992;1962
gelu-radu;Gelu RADU;2;Moscow 1980;1957
adel-hammoude;Adel HAMMOUDE;1;Moscow 1980;1960
julio-cesar-sagasta;Julio Cesar SAGASTA;2;London 1948;1914
tim-mastnak;Tim MASTNAK;2;PyeongChang 2018;1991
jaakko-niemi;Jaakko NIEMI;1;Albertville 1992;1961
mana-kawabe;Mana KAWABE;1;Beijing 2022;2004
albert-leonard-oldman;Albert Leonard OLDMAN;1;London 1908;1883
larisa-peleshenko;Larisa PELESHENKO;1;Sydney 2000;1964
martin-pierce;Martin PIERCE;2;Calgary 1988;1966
rai-benjamin;Rai BENJAMIN;1;Tokyo 2020;1996
joan-tomas-roca;Joan TOMAS ROCA;5;Montreal 1976;1951
ruben-katoatau;Ruben KATOATAU;1;Tokyo 2020;1997
jose-esteban-montiel-gomez;Jose Esteban MONTIEL GOMEZ;1;Barcelona 1992;1962
jari-lipponen;Jari LIPPONEN;3;Barcelona 1992;1972
bagher-kalhor;Bagher KALHOR;1;Salt Lake City 2002;1979
melanie-mccann;Melanie MCCANN;2;London 2012;1989
klaus-foge-jensen;Klaus Foge JENSEN;1;Munich 1972;1944
yampier-hernandez-g;Yampier HERNANDEZ G;1;Beijing 2008;1984
lionel-plumenail;Lionel PLUMENAIL;2;Atlanta 1996;1967
antonina-melnikova;Antonina MELNIKOVA;1;Moscow 1980;1958
cesar-gaudard;Cesar GAUDARD;1;Berlin 1936;1915
nils-sjoberg;Nils SJÖBERG;1;Helsinki 1952;1925
michel-bury;Michel BURY;3;Los Angeles 1984;1952
christopher-mccarthy;Christopher MCCARTHY;1;Tokyo 1964;1931
leopold-konig;Leopold KONIG;1;Rio 2016;1987
aleksandar-milenkovic;Aleksandar MILENKOVIC;2;Albertville 1992;1967
kirsty-gilmour;Kirsty GILMOUR;2;Rio 2016;1993
cornel-razvan-milan;Cornel Razvan MILAN;1;Barcelona 1992;1971
graciete-santana;Graciete SANTANA;1;Rio 2016;1980
albert-zurner;Albert ZÜRNER;3;London 1908;1890
matthias-guggenberger;Matthias GUGGENBERGER;3;Vancouver 2010;1984
george-piper;George PIPER;1;Antwerp 1920;
hadir-mekhimar;Hadir MEKHIMAR;1;Rio 2016;1997
william-harold-nelson;William Harold NELSON;1;London 1948;1923
bascher;M. BASCHER;1;St. Louis 1904;
carl-aage-fahrenholz;Carl Aage FAHRENHOLZ;1;Amsterdam 1928;1901
minjee-lee;Minjee LEE;2;Rio 2016;1996
igor-pissarev;Igor PISSAREV;3;Melbourne 1956;1931
andre-rollet;André ROLLET;1;Paris 1924;1901
jesse-phillips;Jesse PHILLIPS;1;London 2012;1986
stephane-bouthiaux;Stephane BOUTHIAUX;1;Lillehammer 1994;1966
hans-marius-fogh;Hans Marius FOGH;6;Rome 1960;1938
luis-novo;Luis NOVO;1;Sydney 2000;1970
macy-lau;Macy LAU;1;Los Angeles 1984;1956
scott-ferrier;Scott FERRIER;2;Atlanta 1996;1974
ahmed-zaher;Ahmed ZAHER;2;London 2012;1989
richard-stauffacher;Richard STAUFFACHER;3;Athens 2004;1982
andreas-scheuerpflug;Andreas SCHEUERPFLUG;2;Sydney 2000;1967
anne-lise-bardet;Anne-Lise BARDET;1;Sydney 2000;1969
mohamed-halimi;Mohamed HALIMI;1;Moscow 1980;1958
rudolf-oertel;Rudolf OERTEL;1;Rome 1960;1926
kevin-ellis;Kevin ELLIS;1;Turin 2006;1973
obed-bessan-ngaite;Obed Bessan NGAITE;1;Barcelona 1992;1962
leif-andersson;Leif ANDERSSON;4;Sarajevo 1984;1961
tessa-wallace;Tessa WALLACE;1;London 2012;1993
katie-tsuyuki;Katie TSUYUKI;1;Sochi 2014;1982
arquimedes-arrieta;Arquimedes ARRIETA;1;Berlin 1936;1918
naim-terbunja;Naim TERBUNJA;1;Beijing 2008;1984
raffaella-reggi-concato;Raffaella REGGI CONCATO;3;Los Angeles 1984;1965
ayabonga-sonjica;Ayabonga SONJICA;1;London 2012;1991
viktor-gushchinskiy;Viktor GUSHCHINSKIY;1;Athens 2004;1978
vukasin-dobrasinovic;Vukasin DOBRASINOVIC;1;Seoul 1988;1964
joanna-sulej;Joanna SULEJ;1;Vancouver 2010;1989
joachim-schuer;Joachim SCHUER;1;Montreal 1976;1957
grigori-verichev;Grigori VERICHEV;1;Seoul 1988;1957
peter-lang-3;Peter LANG;2;Montreal 1976;1958
marty-essig;Marty ESSIG;1;Sydney 2000;1975
seung-rin-park;Seung-Rin PARK;1;Los Angeles 1984;1953
franz-haslberger;Franz HASLBERGER;1;Garmisch-Partenkirchen 1936;1914
manuel-torres;Manuel TORRES;5;Seoul 1988;1957
samir-elnajjar;Samir ELNAJJAR;1;Moscow 1980;1956
jurgen-hartmann;Jurgen HARTMANN;1;Los Angeles 1984;1953
ya-ping-lou;Ya-Ping LOU;1;Seoul 1988;1971
kaye-marie-hall;Kaye Marie HALL;1;Mexico City 1968;1951
samir-bouguerra;Samir BOUGUERRA;1;Beijing 2008;1982
rafael-barreno-martinez;Rafael BARRENO MARTINEZ;2;Sydney 2000;1979
mariano-antonelli;Mariano ANTONELLI;1;Rome 1960;1933
nenad-bedik;Nenad BEDIK;2;London 2012;1989
lauren-lee;Lauren LEE;1;Tokyo 2020;2004
tjasa-oder;Tjasa ODER;2;London 2012;1994
josef-grumser;Josef GRUMSER;1;Rome 1960;1934
sage-kotsenburg;Sage KOTSENBURG;1;Sochi 2014;1993
mario-de-meo;Mario DE MEO;1;Sydney 2000;1974
maria-albertina-machado;Maria Albertina MACHADO;3;Los Angeles 1984;1961
murilo-fischer;Murilo FISCHER;5;Sydney 2000;1979
adilson-rosa-silva;Adilson Rosa SILVA;1;Barcelona 1992;1967
gelly-skarlatou;Gelly SKARLATOU;4;Atlanta 1996;1976
mario-vecchiato;Mario VECCHIATO;1;Munich 1972;1948
sung-sik-hong;Sung Sik HONG;1;Barcelona 1992;1967
allan-carlsson-ekeback;Allan CARLSSON-EKEBACK;1;Los Angeles 1932;1910
ivan-dodig;Ivan DODIG;2;London 2012;1985
karl-martin-rammo;Karl-Martin RAMMO;3;London 2012;1989
alejandro-gomez-perez;Alejandro GOMEZ PEREZ;1;London 2012;1985
carlos-silva-monterrosa;Carlos SILVA MONTERROSA;3;Moscow 1980;1952
robert-chef-d-hotel;Robert CHEF D'HOTEL;1;London 1948;1922
ni;Yueming NI;1;Beijing 2022;1995
mikhail-korchuk;Mikhail KORCHUK;1;Atlanta 1996;1969
shericka-williams;Shericka WILLIAMS;2;Beijing 2008;1985
carlos-lillo;Carlos LILLO;1;Berlin 1936;1915
murray-rae;Murray RAE;1;Rome 1960;1939
hovhannes-barsegian;Hovhannes BARSEGIAN;1;Atlanta 1996;1970
ronda-rousey;Ronda ROUSEY;2;Athens 2004;1987
eric-arthur-grantham;Eric Arthur GRANTHAM;1;Mexico City 1968;1907
alan-campbell;Alan CAMPBELL;4;Athens 2004;1983
gustavo-giro;Gustavo GIRO;1;Calgary 1988;1968
deirdre-gallagher;Deirdre GALLAGHER;1;Atlanta 1996;1974
peetu-piiroinen;Peetu PIIROINEN;3;Vancouver 2010;1988
anders-berntsen-mol;Anders Berntsen MOL;1;Tokyo 2020;1997
wallace-masur;Wallace MASUR;2;Seoul 1988;1963
kanae-yagi;Kanae YAGI;3;London 2012;1992
shirish-rummun;Shirish RUMMUN;1;Atlanta 1996;1971
hartwig-steenken;Hartwig STEENKEN;2;Mexico City 1968;1941
gideon-mthembu;Gideon MTHEMBU;1;Seoul 1988;1963
alphonse-gomis;Alphonse GOMIS;1;Albertville 1992;1965
putu-wiradamungga;Putu WIRADAMUNGGA;1;London 2012;1991
linda-bolder;Linda BOLDER;1;Rio 2016;1988
martin-ersnt-lambrecht;Martin Ersnt LAMBRECHT;1;Barcelona 1992;1967
huaying-guo;Huaying GUO;1;Los Angeles 1984;1965
serik-konakbaev;Serik KONAKBAEV;1;Moscow 1980;1959
melati-daeva-oktavianti;Melati Daeva OKTAVIANTI;1;Tokyo 2020;1994
scott-cameron-1;Scott CAMERON;1;Atlanta 1996;1976
luciano-di-palma;Luciano DI PALMA;1;Munich 1972;1944
pavlos-beligratis;Pavlos BELIGRATIS;1;Athens 2004;1977
kamtorn-snidvongs;Kamtorn SNIDVONGS;1;Helsinki 1952;1925
halina-piton;Halina PITON;3;Albertville 1992;1972
hans-knauss;Hans KNAUSS;3;Lillehammer 1994;1971
valerio-cleri;Valerio CLERI;2;Beijing 2008;1981
hajer-tbessi;Hajer TBESSI;1;Atlanta 1996;1971
davis-mwale;Davis MWALE;2;Atlanta 1996;1972
gerhard-strutz;Gerhard STRUTZ;1;Innsbruck 1964;1943
xiuzhi-lu;Xiuzhi LU;3;London 2012;1993
konstantin-negodiaev;Konstantin NEGODIAEV;2;Atlanta 1996;1967
paul-newallo;Paul NEWALLO;1;Los Angeles 1984;1963
toivo-salonen;Toivo SALONEN;4;Oslo 1952;1933
pablo-garrido-lugo;Pablo GARRIDO LUGO;1;Mexico City 1968;1938
shenny-ratna-amelia;Shenny Ratna AMELIA;1;Sydney 2000;1983
onesimo-rufino-gomez;Onesimo RUFINO GOMEZ;1;Mexico City 1968;1947
donald-rae-behm;Donald Rae BEHM;1;Mexico City 1968;1945
carmen-ferracuti;Carmen FERRACUTI;1;Mexico City 1968;1952
daniela-inacio;Daniela INACIO;1;Beijing 2008;1989
evi-sappl;Evi SAPPL;1;Grenoble 1968;1947
thomas-frei;Thomas FREI;1;Vancouver 2010;1980
michel-vermeulen;Michel VERMEULEN;1;Melbourne 1956;1934
roy-magowan;Roy MAGOWAN;1;Los Angeles 1984;1939
gunnar-hagen;Gunnar HAGEN;1;Amsterdam 1928;1904
juan-bautista-hernandez-perez;Juan Bautista HERNÁNDEZ PÉREZ;1;Moscow 1980;1962
batkhuyag-zorigt;Batkhuyag ZORIGT;2;Sydney 2000;1974
mamadou-samba-bah;Mamadou Samba BAH;1;Tokyo 2020;1995
roger-gerber;Roger GERBER;2;Melbourne 1956;1933
alberto-eugenio-mestre-sosa;Alberto Eugenio MESTRE SOSA;2;Moscow 1980;1964
peder-lykkeberg;Peder LYKKEBERG;1;Paris 1900;1878
dietmar-hinz;Dietmar HINZ;1;Montreal 1976;1953
nicolas-delmotte;Nicolas DELMOTTE;1;Tokyo 2020;1978
jack-edward-nagel;Jack Edward NAGEL;1;Oslo 1952;1926
tomasz-kucharski;Tomasz KUCHARSKI;2;Sydney 2000;1974
iulian-teodosiu;Iulian TEODOSIU;1;Tokyo 2020;1994
abdul-nasser-al-sayegh;Abdul Nasser AL-SAYEGH;2;Montreal 1976;1959
ye-tun-naung;Ye Tun NAUNG;2;Rio 2016;1983
lloyd-wallace;Lloyd WALLACE;2;PyeongChang 2018;1995
feilian-mao;Feilian MAO;1;Rio 2016;1993
robert-peck-rogers;Robert Peck ROGERS;1;Rome 1960;1934
thyge-pedersen-thogersen;Thyge Pedersen THOGERSEN;3;Helsinki 1952;1926
yanfeng-li;Yanfeng LI;3;Athens 2004;1979
min-chul-kim;Min-Chul KIM;1;Beijing 2008;1983
geraldine-lee;Geraldine LEE;1;London 2012;1987
marlies-kanthak;Marlies KANTHAK;1;Montreal 1976;1958
antonio-matias;Antonio MATIAS;1;Barcelona 1992;1963
pavel-sladek;Pavel SLADEK;1;Lillehammer 1994;1971
letot;LETOT LETOT;1;Paris 1900;
gunther-rieger;Günther RIEGER;1;Innsbruck 1964;1939
natalia-permyakova;Natalia PERMYAKOVA;2;Lillehammer 1994;1970
leon-p-broers;Léon P. BROERS;1;Amsterdam 1928;
peter-bacsalmasi;Peter BACSALMASI;3;Amsterdam 1928;1908
fumihiro-oikawa;Fumihiro OIKAWA;1;Lillehammer 1994;1973
maria-machava;Maria MACHAVA;1;Tokyo 2020;2004
jean-saubert;Jean SAUBERT;1;Innsbruck 1964;1942
ahmed-sadiq;Ahmed SADIQ;1;Athens 2004;1979
fikru-deguefu;Fikru DEGUEFU;1;Mexico City 1968;1937
sean-carlin;Sean CARLIN;2;Barcelona 1992;1967
magdalena-maleeva;Magdalena MALEEVA;3;Barcelona 1992;1975
jones-okoth;Jones OKOTH;1;Montreal 1976;
yuma-kagiyama;Yuma KAGIYAMA;1;Beijing 2022;2003
tyler-bjorn;Tyler BJORN;1;London 2012;1970
ecaterina-guica;Ecaterina GUICA;2;Rio 2016;1993
jolanda-de-rover;Jolanda DE ROVER;3;Moscow 1980;1963
yuriy-vlasov;Yuriy VLASOV;1;Atlanta 1996;1970
aldo-martinez-echavarria;Aldo MARTINEZ ECHAVARRIA;1;Barcelona 1992;1968
peder-fredricson;Peder FREDRICSON;4;Barcelona 1992;1972
roger-cuche;Roger CUCHE;1;Helsinki 1952;1928
marius-alecu;Marius ALECU;1;Sydney 2000;1979
reinalde-knapp;Reinalde KNAPP;1;Melbourne 1956;1933
danilo-zavoli;Danilo ZAVOLI;1;Barcelona 1992;1973
praveen-jordan;Praveen JORDAN;2;Rio 2016;1993
alfredo-coello;Alfredo COELLO;1;Los Angeles 1984;1939
yury-kharchenko;Yury KHARCHENKO;2;Sarajevo 1984;1963
bent-harsmann;Bent HARSMANN;1;Munich 1972;1945
jean-pierre-van-lerberghe;Jean-Pierre VAN LERBERGHE;2;Mexico City 1968;1947
andy-hartmann;Andy HARTMANN;2;Nagano 1998;1980
ludvik-danek;Ludvik DANEK;4;Tokyo 1964;1937
jenny-sjowall;Jenny SJOWALL;3;Seoul 1988;1971
rainer-schubert;Rainer SCHUBERT;2;Mexico City 1968;1941
marina-koehncke;Marina KOEHNCKE;1;Sydney 2000;1968
hayley-wilson;Hayley WILSON;1;Tokyo 2020;2001
noha-hany;Noha HANY;1;Tokyo 2020;2001
song-i-kim;Song I KIM;1;Rio 2016;1994
eligius-tambornino;Eligius TAMBORNINO;1;Vancouver 2010;1986
megan-a-kleine;Megan A. KLEINE;1;Barcelona 1992;1974
haley-anderson;Haley ANDERSON;3;London 2012;1991
antun-grego;Antun GREGO;2;Mexico City 1968;1940
frank-leskaj;Frank LESKAJ;1;Barcelona 1992;1971
petra-mandula;Petra MANDULA;2;Sydney 2000;1978
hayato-katsuki;Hayato KATSUKI;1;Tokyo 2020;1990
ingrid-schuch;Ingrid SCHUCH;1;Rome 1960;1935
liosbel-hernandez;Liosbel HERNANDEZ;1;Rio 2016;1983
patrik-isaksson;Patrik ISAKSSON;1;Sydney 2000;1973
manole-aldescu;Manole ALDESCU;2;Oslo 1952;1929
alan-van-coller;Alan VAN COLLER;2;Sydney 2000;1967
willi-meurer;Willi MEURER;1;Berlin 1936;1915
andreas-hanakamp;Andreas HANAKAMP;2;Atlanta 1996;1966
carl-hester;Carl HESTER;6;Barcelona 1992;1967
michele-antonioli;Michele ANTONIOLI;2;Nagano 1998;1977
lynda-riley-adams-hunt;Lynda Riley ADAMS-HUNT;1;Berlin 1936;1920
guojian-dong;Guojian DONG;3;London 2012;1987
emelie-oehrstig;Emelie OEHRSTIG;1;Turin 2006;1978
pavel-blazek;Pavel BLAZEK;4;Moscow 1980;1958
dalbir-singh-gill;Dalbir SINGH GILL;1;Tokyo 1964;1936
nazar-kadir;Nazar KADIR;1;Barcelona 1992;1966
ramon-antonio-fumado-rodriguez;Ramon Antonio FUMADO RODRIGUEZ;3;Sydney 2000;1981
laure-thibaud;Laure THIBAUD;1;Athens 2004;1978
roberto-lazzarini;Roberto LAZZARINI;2;Seoul 1988;1961
eun-chul-park;Eun-Chul PARK;1;Beijing 2008;1981
ismail-abilov;Ismail ABILOV;2;Montreal 1976;1951
jesse-campbell;Jesse CAMPBELL;1;Tokyo 2020;1989
hanna-erikson;Hanna ERIKSON;1;Sochi 2014;1990
patrick-beckert;Patrick BECKERT;4;Vancouver 2010;1990
nenad-trpovski;Nenad TRPOVSKI;1;Atlanta 1996;1978
herbert-huttner;Herbert HUTTNER;1;Munich 1972;1942
hermann-mazurkiewicz;Hermann MAZURKIEWICZ;1;London 1948;1925
xianqiang-hu;Xianqiang HU;1;Beijing 2008;1983
andrea-magi;Andrea MAGI;1;Seoul 1988;1967
karl-reiniger;Karl REINIGER;1;Berlin 1936;1910
john-snersrud;John SNERSRUD;1;St. Moritz 1928;1902
lamachi-elimu;Lamachi ELIMU;1;Seoul 1988;1960
angel-marchand;Angel MARCHAND;1;Mexico City 1968;1912
chad-wright;Chad WRIGHT;1;Tokyo 2020;1991
nina-ziuskova;Nina ZIUSKOVA;1;Moscow 1980;1952
jonas-kaeldsoe-poulsen;Jonas Kaeldsoe POULSEN;1;Beijing 2008;1985
angela-kennedy;Angela KENNEDY;1;Atlanta 1996;1976
gabriel-esparza;Gabriel ESPARZA;1;Sydney 2000;1973
george-wiley;George WILEY;1;St. Louis 1904;1881
stefan-angelov;Stefan ANGELOV;2;Munich 1972;1947
manuel-esteban-soto;Manuel Esteban SOTO;2;Rio 2016;1994
monika-zingg;Monika ZINGG;1;Innsbruck 1964;1943
kyriakos-ioannou;Kyriakos IOANNOU;4;Athens 2004;1984
plutarco-castellanos-dusavage;Plutarco CASTELLANOS DUSAVAGE;2;Seoul 1988;1971
niklas-wallenlind;Niklas WALLENLIND;1;Barcelona 1992;1968
eisa-momeni;Eisa MOMENI;1;Atlanta 1996;1968
melanie-kraus;Melanie KRAUS;1;Beijing 2008;1974
bengt-malmsten;Bengt MALMSTEN;2;Oslo 1952;1922
alexander-tikhonov;Alexander TIKHONOV;2;Beijing 2008;1988
huseyin-erkmen;Hüseyin ERKMEN;1;Berlin 1936;1915
abzal-azhgaliyev;Abzal AZHGALIYEV;3;Sochi 2014;1992
paul-masino;Paul MASINO;1;Berlin 1936;1911
jozsef-nagy;Jozsef NAGY;1;Rome 1960;1934
manfred-steffny;Manfred STEFFNY;2;Mexico City 1968;1941
andre-bertrand;André BERTRAND;2;Oslo 1952;1931
henry-mugwanya;Henry MUGWANYA;1;Tokyo 1964;1943
jessica-malsiner;Jessica MALSINER;1;Beijing 2022;2002
seung-gu-kim;Seung Gu KIM;1;Beijing 2008;1981
kurt-helbig;Kurt HELBIG;1;Amsterdam 1928;1901
douglas-godfree;Douglas GODFREE;2;London 1908;1881
max-angst;Max ANGST;1;Cortina d'Ampezzo 1956;1921
seiyoung-kim;Seiyoung KIM;2;Rio 2016;1993
jean-vaillant;Jean VAILLANT;1;Tokyo 1964;1932
isamo-sekiguchi;Isamo SEKIGUCHI;1;Garmisch-Partenkirchen 1936;1910
chang-suk-sok;Chang Suk SOK;1;Moscow 1980;1963
aristidis-konstantinidis;Aristidis KONSTANTINIDIS;2;Athens 1896;
giuseppe-d-altrui;Giuseppe D'ALTRUI;4;Melbourne 1956;1934
herbert-sumney;Herbert SUMNEY;1;St. Louis 1904;
yakub-shamilov;Yakub SHAMILOV;1;Tokyo 2020;1991
peter-wylde;Peter WYLDE;1;Athens 2004;1965
karen-chanloung;Karen CHANLOUNG;2;PyeongChang 2018;1996
yulia-martisova;Yulia MARTISOVA;1;Beijing 2008;1976
giuseppe-gentile;Giuseppe GENTILE;2;Mexico City 1968;1943
martin-n-gison;Martin N. GISON;5;Berlin 1936;1914
dimosthenis-tampakos;Dimosthenis TAMPAKOS;2;Sydney 2000;1976
adrian-popa;Adrian POPA;1;Atlanta 1996;1971
bozena-kwiazekowna;Bozena KWIAZEKOWNA;1;Seoul 1988;1963
hengyu-luo;Hengyu LUO;1;Atlanta 1996;1972
murray-chessell;Murray CHESSELL;1;Mexico City 1968;1944
thomas-lown;Thomas LOWN;1;Amsterdam 1928;1904
saeid-mugbel-t-almutairi;Saeid Mugbel T ALMUTAIRI;1;Tokyo 2020;1968
richard-bott;Richard BOTT;1;St. Moritz 1948;1900
lhendup-tshering;Lhendup TSHERING;1;Los Angeles 1984;1947
andreas-toba;Andreas TOBA;3;London 2012;1990
rudolf-tomasek;Rudolf TOMASEK;2;Rome 1960;1937
zhassulan-mukhtarbekuly;Zhassulan MUKHTARBEKULY;1;Beijing 2008;1984
charles-favre;Charles FAVRE;2;Los Angeles 1984;1961
kevin-santiago-quintero-chavarro;Kevin Santiago QUINTERO CHAVARRO;1;Tokyo 2020;1998
tocho-kichev;Tocho KICHEV;1;Moscow 1980;1950
otis-ray-norton;Otis Ray NORTON;1;Rome 1960;1937
peter-odhiambo-1;Peter ODHIAMBO;1;Moscow 1980;1958
katja-nolten;Katja NOLTEN;1;Seoul 1988;1970
edmund-otto-jr-moeller;Edmund Otto Jr. MOELLER;1;Munich 1972;1934
charles-rampelberg;Charles RAMPELBERG;1;Los Angeles 1932;1909
dagmar-kersten;Dagmar KERSTEN;1;Seoul 1988;1970
mahmoud-shakoor-delshad;Mahmoud SHAKOOR-DELSHAD;1;Montreal 1976;1953
robert-timothy-david-smith;Robert Timothy David SMITH;1;Rio 2016;1987
thierry-vatrican;Thierry VATRICAN;2;Atlanta 1996;1975
pierre-colnard;Pierre COLNARD;1;Mexico City 1968;1929
rolf-scherrer;Rolf SCHERRER;2;Sydney 2000;1972
hamoud-ameur;Hamoud AMEUR;1;Rome 1960;1932
tamaz-namgalauri;Tamaz NAMGALAURI;1;Moscow 1980;1957
ryszard-skowronek;Ryszard SKOWRONEK;2;Munich 1972;1949
bernard-bourreau;Bernard BOURREAU;1;Munich 1972;1951
monica-doria-vilarrubla;Monica DORIA VILARRUBLA;1;Tokyo 2020;1999
georgios-gennimatas;Georgios GENNIMATAS;1;Athens 1896;
antoni-pacynski;Antoni PACYNSKI;1;Mexico City 1968;1943
barbel-lohnert;Barbel LOHNERT;1;Mexico City 1968;1942
johanna-hendrika-ros;Johanna Hendrika ROS;2;London 1948;1926
bernardo-onori;Bernardo ONORI;1;Montreal 1976;1946
