discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;participant_title;athlete_id;country_name;country_3_letter_code
Cycling Road;montreal-1976;individual road race men;Men;GOLD;Athlete;;bernt-johansson;Sweden;SWE
Beach Volleyball;athens-2004;Beach volleyball men;Men;SILVER;GameTeam;Spain team;javier-bosma-minguez;Spain;ESP
Diving;tokyo-1964;3m springboard women;Women;BRONZE;Athlete;;mary-patricia-willard;United States of America;USA
Modern Pentathlon;mexico-city-1968;Individual competition men;Men;SILVER;Athlete;;andras-balczo;Hungary;HUN
Swimming;atlanta-1996;200m backstroke men;Men;GOLD;Athlete;;brad-bridgewater;United States of America;USA
Canoe Sprint;montreal-1976;C1 1000m canoe single men;Men;SILVER;Athlete;;vasili-yurchenko;Soviet Union;URS
Rowing;los-angeles-1932;four without coxswain 4 men;Men;BRONZE;GameTeam;Italy team;;Italy;ITA
Speed skating;lake-placid-1980;1000m women;Women;BRONZE;Athlete;;;German Democratic Republic (Germany);GDR
Gymnastics Artistic;atlanta-1996;individual all-round women;Women;SILVER;Athlete;;gina-elena-gogean;Romania;ROU
Swimming;rio-2016;100m butterfly men;Men;GOLD;Athlete;;joseph-schooling;Singapore;SGP
Alpine Skiing;calgary-1988;slalom men;Men;GOLD;Athlete;;;Italy;ITA
Athletics;atlanta-1996;heptathlon women;Women;SILVER;Athlete;;natalya-sazanovich;Belarus;BLR
Luge;pyeongchang-2018;Doubles;Open;GOLD;GameTeam;Germany team #1;tobias-arlt;Germany;GER
Water Polo;amsterdam-1928;water polo men;Men;BRONZE;GameTeam;France team;;France;FRA
Shooting;rio-2016;Skeet women;Women;BRONZE;Athlete;;kimberly-rhode;United States of America;USA
Table Tennis;sydney-2000;doubles men;Men;GOLD;GameTeam;People's Republic of China team #2;liqin-wang;People's Republic of China;CHN
Athletics;rio-2016;4x400m relay men;Men;SILVER;GameTeam;Jamaica team;;Jamaica;JAM
Athletics;rome-1960;20km walk men;Men;GOLD;Athlete;;;Soviet Union;URS
Cycling Track;london-1948;2000m tandem men;Men;GOLD;GameTeam;Italy team;renato-perona;Italy;ITA
Figure skating;lillehammer-1994;Pairs mixed;Mixed;SILVER;GameTeam;Russian Federation team #2;artur-dmitriyev;Russian Federation;RUS
Alpine Skiing;lillehammer-1994;downhill women;Women;SILVER;Athlete;;picabo-street;United States of America;USA
Gymnastics Artistic;munich-1972;balance beam women;Women;BRONZE;Athlete;;karin-janz;German Democratic Republic (Germany);GDR
Athletics;sydney-2000;1500m men;Men;SILVER;Athlete;;hicham-el-guerrouj;Morocco;MAR
Skeleton;pyeongchang-2018;Women;Women;GOLD;Athlete;;lizzy-yarnold;Great Britain;GBR
Rowing;amsterdam-1928;pair-oared shell with coxswain men;Men;SILVER;GameTeam;France team;;France;FRA
Athletics;barcelona-1992;400m men;Men;SILVER;Athlete;;steve-lewis-1;United States of America;USA
Athletics;rome-1960;long jump women;Women;GOLD;Athlete;;;Soviet Union;URS
Swimming;melbourne-1956;4x100m freestyle relay women;Women;BRONZE;GameTeam;South Africa team;;South Africa;RSA
Swimming;atlanta-1996;200m butterfly men;Men;GOLD;Athlete;;denis-pankratov;Russian Federation;RUS
Biathlon;pyeongchang-2018;Women�s 4x6km Relay;Women;BRONZE;GameTeam;France team;;France;FRA
Athletics;helsinki-1952;4x100m relay men;Men;SILVER;GameTeam;Soviet Union team;;Soviet Union;URS
Athletics;los-angeles-1932;discus throw women;Women;SILVER;Athlete;;ruth-osburn;United States of America;USA
Rowing;athens-2004;lightweight double sculls 2x men;Men;SILVER;GameTeam;France team;frederic-dufour;France;FRA
Biathlon;sochi-2014;4x6km relay women;Women;BRONZE;GameTeam;Norway team;;Norway;NOR
Gymnastics Artistic;tokyo-1964;parallel bars men;Men;BRONZE;Athlete;;franco-menichelli;Italy;ITA
Biathlon;salt-lake-city-2002;15km women;Women;GOLD;Athlete;;andrea-henkel;Germany;GER
Boxing;los-angeles-1932;6668  7257kg middleweight men;Men;GOLD;Athlete;;carmen-barth;United States of America;USA
Canoe Sprint;athens-2004;C2 1000m canoe double men;Men;GOLD;GameTeam;Germany team;christian-gille;Germany;GER
Volleyball;beijing-2008;volleyball men;Men;BRONZE;GameTeam;Russian Federation team;;Russian Federation;RUS
Luge;beijing-2022;Men's Singles;Men;SILVER;Athlete;;wolfgang-kindl;Austria;AUT
Cycling Road;rome-1960;team time trial men;Men;GOLD;GameTeam;Italy team;;Italy;ITA
Athletics;munich-1972;4x100m relay men;Men;GOLD;GameTeam;United States team;;United States of America;USA
Volleyball;tokyo-1964;volleyball women;Women;GOLD;GameTeam;Japan team;;Japan;JPN
Swimming;rio-2016;4x100m medley relay women;Women;BRONZE;GameTeam;Denmark team;;Denmark;DEN
Swimming;paris-1900;underwater swimming men;Men;SILVER;Athlete;;andre-six;France;FRA
Boxing;london-1948;51kg flyweight men;Men;SILVER;Athlete;;spartaco-bandinelli;Italy;ITA
Athletics;seoul-1988;4x400m relay women;Women;BRONZE;GameTeam;East Germany team;;German Democratic Republic (Germany);GDR
Swimming;seoul-1988;50m freestyle women;Women;BRONZE;Athlete;;jill-sterkel;United States of America;USA
Athletics;paris-1924;javelin throw men;Men;GOLD;Athlete;;jonni-myyra;Finland;FIN
Swimming;beijing-2008;50m freestyle men;Men;BRONZE;Athlete;;alain-bernard;France;FRA
Curling;salt-lake-city-2002;curling men;Men;GOLD;GameTeam;Norway team;;Norway;NOR
Sailing;los-angeles-1984;Tornado - Multihull mixed;Open;BRONZE;GameTeam;Australia team;john-scott-anderson;Australia;AUS
Speed skating;turin-2006;2x500m men;Men;BRONZE;Athlete;;kang-seok-lee;Republic of Korea;KOR
Sailing;tokyo-2020;Nacra 17 Mixed;Mixed;SILVER;GameTeam;Great Britain;anna-burnet;Great Britain;GBR
Swimming;helsinki-1952;200m breaststroke women;Women;GOLD;Athlete;;eva-szekely;Hungary;HUN
Tennis;sydney-2000;Singles women;Women;GOLD;Athlete;;venus-williams;United States of America;USA
Cross Country Skiing;cortina-d-ampezzo-1956;10km women;Women;BRONZE;Athlete;;sonja-edstrom;Sweden;SWE
Triathlon;beijing-2008;Individual women;Women;BRONZE;Athlete;;emma-moffatt;Australia;AUS
Football;paris-1924;football men;Men;BRONZE;GameTeam;Sweden team;;Sweden;SWE
Archery;st-louis-1904;double york round 100y  80y  60y men;Men;GOLD;Athlete;;;United States of America;USA
Swimming;london-2012;4x200m freestyle relay women;Women;SILVER;GameTeam;Australia team;;Australia;AUS
Speed skating;innsbruck-1964;1500m women;Women;BRONZE;Athlete;;berta-kolokoltseva;Soviet Union;URS
Judo;los-angeles-1984;60 - 65kg (half-lightweight) men;Men;GOLD;Athlete;;yoshiyuki-matsuoka;Japan;JPN
Polo;paris-1900;polo men;Men;BRONZE;GameTeam;A North American Team #4;;MIX;MIX
Football;athens-2004;football men;Men;SILVER;GameTeam;Paraguay team;;Paraguay;PAR
Sailing;tokyo-1964;Finn - One Person Dinghy (Heavyweight) men;Open;SILVER;Athlete;;peter-jones-barrett;United States of America;USA
Alpine Skiing;beijing-2022;Women's Slalom;Women;BRONZE;Athlete;;wendy-holdener;Switzerland;SUI
Short Track Speed Skating;salt-lake-city-2002;500m men;Men;BRONZE;Athlete;;rusty-smith;United States of America;USA
Freestyle Skiing;sochi-2014;Moguls men;Men;BRONZE;Athlete;;smyshliaev;Russian Federation;RUS
Gymnastics Artistic;beijing-2008;individual all-round men;Men;BRONZE;Athlete;;benoit-caranobe;France;FRA
Equestrian Jumping;rome-1960;individual mixed;Open;SILVER;Athlete;;piero-d-inzeo;Italy;ITA
Gymnastics Artistic;athens-2004;horizontal bar men;Men;BRONZE;Athlete;;isao-yoneda;Japan;JPN
Tennis;seoul-1988;Singles women;Women;BRONZE;Athlete;;manuela-maleeva-fragniere;Bulgaria;BUL
Tennis;paris-1924;doubles men;Men;BRONZE;GameTeam;France team #2;jean-r-borotra;France;FRA
Boxing;los-angeles-1984;60-63.5kg lightwelterweigh men;Men;BRONZE;Athlete;;mircea-fulger;Romania;ROU
Trampoline Gymnastics;tokyo-2020;Men;Men;GOLD;Athlete;;ivan-litvinovich;Belarus;BLR
Marathon Swimming;london-2012;Marathon - 10 km men;Men;GOLD;Athlete;;oussama-mallouli;Tunisia;TUN
Judo;munich-1972;63kg lightweight men;Men;BRONZE;Athlete;;yong-ik-kim;Democratic People's Republic of Korea;PRK
Water Polo;athens-2004;water polo men;Men;SILVER;GameTeam;Serbia and Montenegro team;;Serbia and Montenegro;SCG
Fencing;amsterdam-1928;foil individual women;Women;SILVER;Athlete;;muriel-b-freeman;Great Britain;GBR
Freestyle Skiing;sochi-2014;Ski Slopestyle women;Women;SILVER;Athlete;;devin-logan;United States of America;USA
Athletics;paris-1924;shot put men;Men;GOLD;Athlete;;lemuel-clarence-houser;United States of America;USA
Gymnastics Artistic;seoul-1988;pommel horse men;Men;GOLD;Athlete;;zsolt-borkai;Hungary;HUN
Rugby Sevens;tokyo-2020;Women;Women;SILVER;GameTeam;France;;France;FRA
Sailing;london-1908;8m mixed;Open;GOLD;GameTeam;Cobweb #1;;Great Britain;GBR
Cycling Track;london-1948;Sprint individual men;Men;GOLD;Athlete;;mario-ghella;Italy;ITA
Gymnastics Artistic;rio-2016;balance beam women;Women;SILVER;Athlete;;lauren-hernandez;United States of America;USA
Biathlon;salt-lake-city-2002;4x75km relay women;Women;GOLD;GameTeam;Germany team;;Germany;GER
Fencing;sydney-2000;sabre team men;Men;SILVER;GameTeam;France team;;France;FRA
Equestrian Jumping;beijing-2008;individual mixed;Open;BRONZE;Athlete;;beezie-madden;United States of America;USA
Taekwondo;rio-2016;49 - 57 kg women;Women;SILVER;Athlete;;eva-calvo-gomez;Spain;ESP
Gymnastics Artistic;los-angeles-1984;individual all-round women;Women;SILVER;Athlete;;ecaterina-szabo;Romania;ROU
Speed skating;lake-placid-1980;1000m men;Men;BRONZE;Athlete;;vladimir-lobanov;Soviet Union;URS
Wrestling;seoul-1988;Heavyweight, Freestyle (?100 kilograms) Men;Men;GOLD;Athlete;;vasile-puscasu;Romania;ROU
Gymnastics Artistic;helsinki-1952;balance beam women;Women;GOLD;Athlete;;nina-bocharova;Soviet Union;URS
Athletics;atlanta-1996;high jump men;Men;SILVER;Athlete;;artur-partyka;Poland;POL
Hockey;antwerp-1920;hockey men;Men;GOLD;GameTeam;Great Britain team;;Great Britain;GBR
Biathlon;salt-lake-city-2002;10km pursuit women;Women;BRONZE;Athlete;;irina-nikoultchina;Bulgaria;BUL
Sailing;sydney-2000;49er - Skiff mixed;Open;GOLD;GameTeam;Finland team;jyrki-jarvi;Finland;FIN
Sailing;munich-1972;fleetmatch race keelboat open Soling mixed;Open;SILVER;GameTeam;Sweden team;;Sweden;SWE
Swimming;tokyo-2020;Men's 4 x 100m Freestyle Relay;Men;BRONZE;GameTeam;Australia;;Australia;AUS
Athletics;munich-1972;high jump men;Men;GOLD;Athlete;;yuri-tarmak;Soviet Union;URS
Athletics;helsinki-1952;triple jump men;Men;BRONZE;Athlete;;arnoldo-devonish;Venezuela;VEN
Swimming;seoul-1988;200m breaststroke women;Women;GOLD;Athlete;;silke-horner;German Democratic Republic (Germany);GDR
Judo;rio-2016;- 60 kg men;Men;BRONZE;Athlete;;naohisa-takato;Japan;JPN
Cross Country Skiing;innsbruck-1976;15km men;Men;GOLD;Athlete;;nikolay-bazhukov;Soviet Union;URS
Alpine Skiing;albertville-1992;giant slalom men;Men;SILVER;Athlete;;marc-girardelli;Luxembourg;LUX
Swimming;moscow-1980;1500m freestyle men;Men;BRONZE;Athlete;;maxwell-metzker;Australia;AUS
Canoe Sprint;helsinki-1952;C2 1000m canoe double men;Men;BRONZE;GameTeam;Germany team;wilfried-soltau;Germany;GER
Sailing;rome-1960;5.5m mixed;Open;BRONZE;GameTeam;Ballerina IV;;Switzerland;SUI
Equestrian;tokyo-2020;Eventing Individual;Open;BRONZE;Athlete;;andrew-hoy;Australia;AUS
Wrestling;munich-1972;Light-Flyweight, Greco-Roman (?48 kilograms) Men;Men;GOLD;Athlete;;gheorghe-berceanu;Romania;ROU
Swimming;tokyo-2020;Men's 100m Breaststroke;Men;GOLD;Athlete;;adam-peaty;Great Britain;GBR
Diving;athens-2004;10m platform men;Men;GOLD;Athlete;;jia-hu;People's Republic of China;CHN
Swimming;seoul-1988;4x100m medley relay women;Women;BRONZE;GameTeam;Canada team;;Canada;CAN
Tennis;rio-2016;doubles women;Women;GOLD;GameTeam;Russian Federation team #2;ekaterina-makarova;Russian Federation;RUS
Judo;london-2012;60 kg men;Men;BRONZE;Athlete;;rishod-sobirov;Uzbekistan;UZB
Sailing;beijing-2008;Tornado - Multihull mixed;Open;GOLD;GameTeam;Spain team;fernando-echavarri;Spain;ESP
Gymnastics Artistic;tokyo-1964;parallel bars men;Men;GOLD;Athlete;;yukio-endo;Japan;JPN
Athletics;los-angeles-1932;5000m men;Men;GOLD;Athlete;;lauri-aleksanteri-lehtinen;Finland;FIN
Wrestling;london-1948;Welterweight, Greco-Roman (?73 kilograms) Men;Men;GOLD;Athlete;;gosta-andersson;Sweden;SWE
Figure skating;innsbruck-1976;Individual men;Men;BRONZE;Athlete;;toller-cranston;Canada;CAN
Ice Hockey;lake-placid-1980;ice hockey men;Men;SILVER;GameTeam;Soviet Union team;;Soviet Union;URS
Weightlifting;atlanta-1996;91 - 99kg (first-heavyweight) men;Men;SILVER;Athlete;;anatoli-khrapaty;Kazakhstan;KAZ
Figure skating;sapporo-1972;Pairs mixed;Mixed;GOLD;GameTeam;Soviet Union team #1;aleksey-ulanov;Soviet Union;URS
Speed skating;sarajevo-1984;3000m women;Women;GOLD;Athlete;;andrea-ehrig;German Democratic Republic (Germany);GDR
Swimming;munich-1972;200m backstroke women;Women;BRONZE;Athlete;;donna-marie-gurr;Canada;CAN
Alpine Skiing;innsbruck-1964;giant slalom men;Men;SILVER;Athlete;;karl-schranz;Austria;AUT
Short Track Speed Skating;beijing-2022;Women's 1000m;Women;BRONZE;Athlete;;hanne-desmet;Belgium;BEL
Sailing;london-2012;470 - Two Person Dinghy men;Men;SILVER;GameTeam;Great Britain team;luke-patience;Great Britain;GBR
Figure skating;lake-placid-1980;Ice dancing mixed;Mixed;SILVER;GameTeam;Hungary team;andras-sallay;Hungary;HUN
Rowing;paris-1924;four-oared shell with coxswain men;Men;SILVER;GameTeam;Italy team;;Italy;ITA
Canoe Sprint;beijing-2008;C2 500m canoe double men;Men;BRONZE;GameTeam;Germany team;christian-gille;Germany;GER
Athletics;los-angeles-1932;50km walk men;Men;SILVER;Athlete;;janis-dalins;Latvia;LAT
Biathlon;salt-lake-city-2002;4x75km relay men;Men;BRONZE;GameTeam;France team;;France;FRA
Wrestling;berlin-1936;Light-Heavyweight, Greco-Roman (?87 kilograms) Men;Men;GOLD;Athlete;;axel-cadier;Sweden;SWE
Artistic Swimming;tokyo-2020;Team;Women;GOLD;GameTeam;ROC;;ROC;ROC
Shooting;paris-1900;army rifle 300m standing men;Men;SILVER;Athlete;;ole-ostmo;Norway;NOR
Athletics;los-angeles-1932;800m men;Men;BRONZE;Athlete;;;Canada;CAN
Diving;london-2012;3m springboard women;Women;SILVER;Athlete;;zi-he;People's Republic of China;CHN
Athletics;munich-1972;discus throw women;Women;SILVER;Athlete;;argentina-menis;Romania;ROU
Tennis;atlanta-1996;doubles women;Women;GOLD;GameTeam;United States team;mary-joe-fernandez;United States of America;USA
Athletics;montreal-1976;long jump women;Women;SILVER;Athlete;;catherine-laverne-mcmillan;United States of America;USA
Gymnastics Rhythmic;beijing-2008;group competition women;Women;GOLD;GameTeam;Russian Federation team;;Russian Federation;RUS
Sailing;munich-1972;flying dutchman mixed;Open;SILVER;GameTeam;France team;marc-pajot;France;FRA
Wrestling;barcelona-1992;Light-Flyweight, Freestyle (?48 kilograms) Men;Men;SILVER;Athlete;;jong-shin-kim;Republic of Korea;KOR
Alpine Skiing;sapporo-1972;downhill men;Men;GOLD;Athlete;;bernhard-russi;Switzerland;SUI
Swimming;los-angeles-1932;400m freestyle men;Men;SILVER;Athlete;;jean-taris;France;FRA
Athletics;st-louis-1904;56lb weight throw 254kg men;Men;BRONZE;Athlete;;;United States of America;USA
Athletics;barcelona-1992;shot put men;Men;GOLD;Athlete;;michael-d-stulce;United States of America;USA
Athletics;london-2012;shot put men;Men;GOLD;Athlete;;tomasz-majewski;Poland;POL
Gymnastics Artistic;montreal-1976;vault women;Women;SILVER;Athlete;;lyudmila-turischeva;Soviet Union;URS
Figure skating;sochi-2014;Ice dancing mixed;Mixed;SILVER;GameTeam;Canada team #1;tessa-virtue;Canada;CAN
Shooting;tokyo-2020;10m Air Rifle Men;Men;BRONZE;Athlete;;haoran-yang;People's Republic of China;CHN
Judo;barcelona-1992;65 - 71kg (lightweight) men;Men;SILVER;Athlete;;bertalan-hajtos;Hungary;HUN
Handball;sydney-2000;handball women;Women;BRONZE;GameTeam;Norway team;;Norway;NOR
Synchronized Swimming;seoul-1988;solo women;Women;SILVER;Athlete;;tracie-lehuanani-ruiz-conforto;United States of America;USA
Athletics;los-angeles-1984;pole vault men;Men;BRONZE;Athlete;;earl-holmes-bell;United States of America;USA
Wrestling;london-2012;Greco-Roman 120 kg men;Men;BRONZE;Athlete;;riza-kayaalp;Turkey;TUR
Cross Country Skiing;lake-placid-1980;30km mass start men;Men;BRONZE;Athlete;;ivan-lebanov;Bulgaria;BUL
Athletics;seoul-1988;800m women;Women;SILVER;Athlete;;christine-wachtel;German Democratic Republic (Germany);GDR
Athletics;mexico-city-1968;110m hurdles men;Men;SILVER;Athlete;;ervin-hall;United States of America;USA
Athletics;paris-1924;110m hurdles men;Men;SILVER;Athlete;;sidney-atkinson;South Africa;RSA
Canoe Sprint;los-angeles-1984;K4 500m kayak four women;Women;SILVER;GameTeam;Sweden team;;Sweden;SWE
Shooting;sydney-2000;50m rifle 3 positions 3x40 shots men;Men;SILVER;Athlete;;juha-hirvi;Finland;FIN
Ski Jumping;beijing-2022;Men's NH Individual;Men;BRONZE;Athlete;;dawid-kubacki;Poland;POL
Canoe Sprint;atlanta-1996;K2 500m kayak double women;Women;SILVER;GameTeam;Germany team;ramona-portwich;Germany;GER
Diving;beijing-2008;10m platform women;Women;BRONZE;Athlete;;xin-wang-1;People's Republic of China;CHN
Figure skating;garmisch-partenkirchen-1936;Pairs mixed;Mixed;SILVER;GameTeam;Austria team #1;ilse-pausin;Austria;AUT
Wrestling;rio-2016;Freestyle 65 kg men;Men;BRONZE;Athlete;;frank-chamizo-marquez;Italy;ITA
Volleyball;beijing-2008;volleyball women;Women;BRONZE;GameTeam;People's Republic of China team;;People's Republic of China;CHN
Nordic Combined;sapporo-1972;Individual men;Men;SILVER;Athlete;;rauno-miettinen;Finland;FIN
Tennis;st-louis-1904;doubles men;Men;SILVER;GameTeam;United States team #2;alphonzo-edward-bell;United States of America;USA
Athletics;helsinki-1952;4x400m relay men;Men;SILVER;GameTeam;United States team;;United States of America;USA
Ice Hockey;lillehammer-1994;ice hockey men;Men;SILVER;GameTeam;Canada team;;Canada;CAN
Swimming;london-2012;800m freestyle women;Women;GOLD;Athlete;;katie-ledecky;United States of America;USA
Table Tennis;london-2012;team women;Women;SILVER;GameTeam;Japan team;;Japan;JPN
Rowing;helsinki-1952;double sculls 2x men;Men;SILVER;GameTeam;Soviet Union team;;Soviet Union;URS
Swimming;mexico-city-1968;200m individual medley women;Women;GOLD;Athlete;;claudia-anne-kolb;United States of America;USA
Judo;seoul-1988;65 - 71kg (lightweight) men;Men;SILVER;Athlete;;sven-loll;German Democratic Republic (Germany);GDR
Nordic Combined;beijing-2022;Team Gundersen Large Hill/4x5km;Men;BRONZE;GameTeam;Japan;;Japan;JPN
Taekwondo;beijing-2008;57 - 67 kg women;Women;BRONZE;Athlete;;sandra-saric;Croatia;CRO
Athletics;barcelona-1992;triple jump men;Men;BRONZE;Athlete;;frank-rutherford;Bahamas;BAH
Gymnastics Artistic;berlin-1936;rings men;Men;SILVER;Athlete;;leon-stukelj;Yugoslavia;YUG
Badminton;barcelona-1992;Singles men;Men;BRONZE;Athlete;;hermawan-susanto;Indonesia;INA
Shooting;sydney-2000;trap 75 targets women;Women;GOLD;Athlete;;daina-gudzineviciute;Lithuania;LTU
Athletics;tokyo-2020;Men's 800m;Men;BRONZE;Athlete;;patryk-dobek;Poland;POL
Athletics;athens-1896;110m hurdles men;Men;SILVER;Athlete;;grantley-goulding;Great Britain;GBR
Speed skating;turin-2006;10000m men;Men;BRONZE;Athlete;;carl-verheijen;Netherlands;NED
Freestyle Skiing;albertville-1992;Moguls women;Women;GOLD;Athlete;;donna-weinbrecht;United States of America;USA
Figure skating;chamonix-1924;Pairs mixed;Mixed;SILVER;GameTeam;Finland team;walter-jakobsson;Finland;FIN
Athletics;paris-1924;1500m men;Men;GOLD;Athlete;;paavo-nurmi;Finland;FIN
Athletics;london-2012;100m men;Men;SILVER;Athlete;;yohan-blake;Jamaica;JAM
Wrestling;melbourne-1956;Bantamweight, Freestyle (?57 kilograms) Men;Men;BRONZE;Athlete;;mikhail-shakhov;Soviet Union;URS
Tennis;rio-2016;Singles women;Women;GOLD;Athlete;;monica-puig;Puerto Rico;PUR
Athletics;tokyo-1964;long jump women;Women;SILVER;Athlete;;irena-szewinska;Poland;POL
Wrestling;montreal-1976;Welterweight, Freestyle (?74 kilograms) Men;Men;SILVER;Athlete;;mansour-barzegar;Islamic Republic of Iran;IRI
Modern Pentathlon;tokyo-2020;Women's Individual;Women;BRONZE;Athlete;;sarolta-kovacs;Hungary;HUN
Judo;tokyo-2020;Men -100 kg;Men;BRONZE;Athlete;;jorge-fonseca;Portugal;POR
Sailing;tokyo-1964;twoperson keelboat open Star mixed;Open;SILVER;GameTeam;Glider;lynn-alfred-iii-williams;United States of America;USA
Cross Country Skiing;sochi-2014;Skiathlon 15km  15km men;Men;GOLD;Athlete;;dario-cologna;Switzerland;SUI
Sailing;los-angeles-1984;Tornado - Multihull mixed;Open;GOLD;GameTeam;New Zealand team;rex-samuel-sellers;New Zealand;NZL
Canoe Sprint;barcelona-1992;K4 500m kayak four women;Women;SILVER;GameTeam;Germany team;;Germany;GER
Gymnastics Artistic;seoul-1988;parallel bars men;Men;SILVER;Athlete;;;Soviet Union;URS
Fencing;helsinki-1952;foil individual men;Men;BRONZE;Athlete;;manlio-di-rosa;Italy;ITA
Tennis;paris-1900;doubles men;Men;BRONZE;GameTeam;France team #1;andre-prevost;France;FRA
Boxing;munich-1972;81kg heavyweight men;Men;GOLD;Athlete;;teofilo-stevenson;Cuba;CUB
Wrestling;athens-2004;Flyweight, Freestyle (?48 kilograms) Women;Women;BRONZE;Athlete;;patricia-miranda;United States of America;USA
Wrestling;seoul-1988;Lightweight, Greco-Roman (?68 kilograms) Men;Men;GOLD;Athlete;;levon-djulfalakian;Soviet Union;URS
Cycling Road;melbourne-1956;individual road race men;Men;SILVER;Athlete;;arnaud-geyre;France;FRA
Snowboard;pyeongchang-2018;Men�s Slopestyle;Men;SILVER;Athlete;;parrot;Canada;CAN
Fencing;london-2012;foil individual women;Women;GOLD;Athlete;;elisa-di-francisca;Italy;ITA
Wrestling;amsterdam-1928;Bantamweight, Freestyle (?56 kilograms) Men;Men;SILVER;Athlete;;edmond-spapen;Belgium;BEL
Diving;london-2012;synchronized diving 3m springboard men;Men;BRONZE;GameTeam;United States team;kristian-ipsen;United States of America;USA
Cross Country Skiing;lake-placid-1932;18km men;Men;GOLD;Athlete;;sven-utterstrom;Sweden;SWE
Boxing;moscow-1980;48kg lightflyweight men;Men;BRONZE;Athlete;;byong-uk-li;Democratic People's Republic of Korea;PRK
Wrestling;barcelona-1992;Light-Heavyweight, Freestyle (?90 kilograms) Men;Men;GOLD;Athlete;;makharbek-khadartsev;Unified Team;EUN
Tennis;tokyo-2020;Men's Doubles;Men;SILVER;GameTeam;Cilic / Dodig;marin-cilic;Croatia;CRO
Wrestling;tokyo-1964;Welterweight, Greco-Roman (?78 kilograms) Men;Men;SILVER;Athlete;;kiril-petkov-todorov;Bulgaria;BUL
Swimming;antwerp-1920;400m freestyle men;Men;GOLD;Athlete;;norman-ross;United States of America;USA
Sailing;montreal-1976;470 - Two Person Dinghy men;Open;GOLD;GameTeam;West Germany team;harro-bode;Federal Republic of Germany;FRG
Athletics;los-angeles-1932;shot put men;Men;GOLD;Athlete;;leo-joseph-sexton;United States of America;USA
Karate;tokyo-2020;Men's Kumite -75kg;Men;BRONZE;Athlete;;karoly-gabor-harspataki;Hungary;HUN
Wrestling;mexico-city-1968;Featherweight, Freestyle (?63 kilograms) Men;Men;SILVER;Athlete;;enyu-dinev-todorov;Bulgaria;BUL
Boxing;london-1948;80kg heavyweight men;Men;BRONZE;Athlete;;;South Africa;RSA
Swimming;tokyo-2020;Men's 200m Freestyle;Men;BRONZE;Athlete;;fernando-scheffer;Brazil;BRA
Rowing;tokyo-2020;Men's Four;Men;GOLD;GameTeam;Australia;;Australia;AUS
Rowing;tokyo-2020;Women's Double Sculls;Women;GOLD;GameTeam;Romania;ancuta-bodnar;Romania;ROU
Wrestling;moscow-1980;Bantamweight, Freestyle (?57 kilograms) Men;Men;SILVER;Athlete;;;Democratic People's Republic of Korea;PRK
Boxing;st-louis-1904;5216  567kg featherweight men;Men;SILVER;Athlete;;frank-haller;United States of America;USA
Rowing;london-2012;double sculls 2x men;Men;BRONZE;GameTeam;Slovenia team;luka-spik;Slovenia;SLO
Gymnastics Artistic;helsinki-1952;parallel bars men;Men;SILVER;Athlete;;viktor-ivanovich-chukarin;Soviet Union;URS
Athletics;paris-1924;discus throw men;Men;SILVER;Athlete;;vilho-aleksander-niittymaa;Finland;FIN
Sailing;munich-1972;tempest mixed;Open;BRONZE;GameTeam;United States team;glenn-seward-ii-foster;United States of America;USA
Athletics;atlanta-1996;javelin throw women;Women;SILVER;Athlete;;louise-mcpaul;Australia;AUS
Boxing;helsinki-1952;63.5-67kg welterweight men;Men;GOLD;Athlete;;zygmunt-chychla;Poland;POL
Speed skating;pyeongchang-2018;Men�s Mass Start;Men;BRONZE;Athlete;;koen-verweij-x0030;Netherlands;NED
Hockey;moscow-1980;hockey women;Women;BRONZE;GameTeam;Soviet Union team;;Soviet Union;URS
Luge;lake-placid-1980;Doubles mixed;Open;SILVER;GameTeam;Italy team #1;peter-gschnitzer;Italy;ITA
Modern Pentathlon;sydney-2000;Individual competition men;Men;BRONZE;Athlete;;pavel-dovgal;Belarus;BLR
Cycling Track;los-angeles-1932;2000m tandem men;Men;GOLD;GameTeam;France team;maurice-perrin;France;FRA
Diving;mexico-city-1968;10m platform men;Men;BRONZE;Athlete;;edwin-frank-young;United States of America;USA
Cross Country Skiing;sochi-2014;Team sprint women;Women;SILVER;GameTeam;Finland team;aino-kaisa-saarinen-1;Finland;FIN
Rowing;los-angeles-1932;double sculls 2x men;Men;SILVER;GameTeam;Germany team;gerhard-boetzelen;Germany;GER
Cycling BMX Racing;tokyo-2020;Women;Women;SILVER;Athlete;;mariana-pajon;Colombia;COL
Alpine Skiing;squaw-valley-1960;giant slalom men;Men;SILVER;Athlete;;josef-stiegler;Austria;AUT
Rowing;barcelona-1992;double sculls 2x men;Men;GOLD;GameTeam;Australia team;stephen-mark-hawkins;Australia;AUS
Tennis;rio-2016;doubles men;Men;GOLD;GameTeam;Spain team #2;marc-lopez;Spain;ESP
Canoe Sprint;rio-2016;K-4 1000m (kayak four) men;Men;SILVER;GameTeam;Slovakia team;;Slovakia;SVK
Rowing;atlanta-1996;lightweight double sculls 2x men;Men;BRONZE;GameTeam;Australia team;anthony-edwards;Australia;AUS
Diving;paris-1924;10m platform men;Men;BRONZE;Athlete;;clarence-pinkston;United States of America;USA
