discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;participant_title;athlete_id;country_name;country_3_letter_code
Canoe Sprint;seoul-1988;C2 1000m canoe double men;Men;SILVER;GameTeam;East Germany team;ingo-spelly;German Democratic Republic (Germany);GDR
Equestrian Jumping;los-angeles-1932;individual mixed;Men;BRONZE;Athlete;;clarence-von-rosen-jr;Sweden;SWE
Athletics;paris-1900;high jump men;Men;BRONZE;Athlete;;lajos-gonczy;Hungary;HUN
Shooting;paris-1924;100m running deer double shots team men;Men;BRONZE;GameTeam;Sweden team;;Sweden;SWE
Athletics;london-2012;400m hurdles women;Women;SILVER;Athlete;;lashinda-demus;United States of America;USA
Wrestling;tokyo-1964;Middleweight, Freestyle (?87 kilograms) Men;Men;BRONZE;Athlete;;daniel-oliver-brand;United States of America;USA
Canoe Sprint;sydney-2000;C2 1000m canoe double men;Men;SILVER;GameTeam;Cuba team;leobaldo-pereira;Cuba;CUB
Speed skating;calgary-1988;1500m women;Women;SILVER;Athlete;;karin-kania;German Democratic Republic (Germany);GDR
Boxing;munich-1972;57-60kg lightweight men;Men;BRONZE;Athlete;;alfonso-perez;Colombia;COL
Luge;innsbruck-1964;Singles women;Women;SILVER;Athlete;;ilse-geisler;Germany;GER
Canoe Slalom;london-2012;C2 canoe double men;Men;GOLD;GameTeam;Great Britain team #1;etienne-stott;Great Britain;GBR
Equestrian Eventing;beijing-2008;individual mixed;Open;GOLD;Athlete;;hinrich-romeike;Germany;GER
Swimming;seoul-1988;100m butterfly women;Women;BRONZE;Athlete;;hong-qian-1;People's Republic of China;CHN
Alpine Skiing;innsbruck-1976;giant slalom women;Women;BRONZE;Athlete;;daniele-debernard;France;FRA
Wrestling;london-1948;Welterweight, Freestyle (?73 kilograms) Men;Men;GOLD;Athlete;;yasar-dogu;Turkey;TUR
Tennis;atlanta-1996;doubles women;Women;SILVER;GameTeam;Czech Republic team;helena-sukova;Czech Republic;CZE
Shooting;paris-1924;clay pigeons team men;Men;GOLD;GameTeam;United States team;;United States of America;USA
Fencing;los-angeles-1932;�p�e individual men;Men;BRONZE;Athlete;;carlo-agostoni;Italy;ITA
Bobsleigh;st-moritz-1928;fiveman men;Men;BRONZE;GameTeam;Germany team #2;;Germany;GER
Alpine Skiing;albertville-1992;downhill men;Men;BRONZE;Athlete;;gunther-mader;Austria;AUT
Cross Country Skiing;beijing-2022;Women's 30km Mass Start Free;Women;BRONZE;Athlete;;kerttu-niskanen;Finland;FIN
Athletics;melbourne-1956;3000m steeplechase men;Men;BRONZE;Athlete;;ernst-larsen;Norway;NOR
Wrestling;rio-2016;Freestyle 75 kg women;Women;SILVER;Athlete;;guzel-manyurova;Kazakhstan;KAZ
Diving;london-2012;10m platform women;Women;GOLD;Athlete;;ruolin-chen;People's Republic of China;CHN
Weightlifting;atlanta-1996;59  64kg featherweight men;Men;BRONZE;Athlete;;jiangang-xiao;People's Republic of China;CHN
Biathlon;beijing-2022;Men's 4x7.5km Relay;Men;GOLD;GameTeam;Norway;;Norway;NOR
Sailing;melbourne-1956;twoperson keelboat open Star mixed;Open;SILVER;GameTeam;Merope III;nicolo-rode;Italy;ITA
Gymnastics Artistic;sydney-2000;uneven bars women;Women;GOLD;Athlete;;svetlana-khorkina;Russian Federation;RUS
Weightlifting;paris-1924;75  825kg onetwo hand 5 e lightheavyweight men;Men;GOLD;Athlete;;charles-rigoulot;France;FRA
Cross Country Skiing;innsbruck-1976;Relay 4x5km women;Women;BRONZE;GameTeam;East Germany team;;German Democratic Republic (Germany);GDR
Wrestling;paris-1924;Light-Heavyweight, Greco-Roman (?82.5 kilograms) Men;Men;SILVER;Athlete;;rudolf-svensson;Sweden;SWE
Swimming;moscow-1980;400m individual medley men;Men;GOLD;Athlete;;;Soviet Union;URS
Athletics;moscow-1980;discus throw men;Men;SILVER;Athlete;;imrich-bugar;Czechoslovakia;TCH
Boxing;melbourne-1956;67  71kg lightmiddleweight men;Men;GOLD;Athlete;;laszlo-papp;Hungary;HUN
Luge;sarajevo-1984;Singles women;Women;BRONZE;Athlete;;ute-oberhoffner;German Democratic Republic (Germany);GDR
Synchronized Swimming;los-angeles-1984;Duet Women;Women;GOLD;GameTeam;United States team;tracie-lehuanani-ruiz-conforto;United States of America;USA
Fencing;los-angeles-1932;�p�e team men;Men;GOLD;GameTeam;France team;;France;FRA
Speed skating;innsbruck-1964;500m men;Men;GOLD;Athlete;;richard-mcdermott;United States of America;USA
Canoe Sprint;rome-1960;C1 1000m canoe single men;Men;GOLD;Athlete;;janos-parti;Hungary;HUN
Cross Country Skiing;beijing-2022;Men's 15km Classic;Men;SILVER;Athlete;;bolshunov;ROC;ROC
Canoe Slalom;munich-1972;C1 canoe single men;Men;BRONZE;Athlete;;james-patrick-mcewan;United States of America;USA
Ice Hockey;sochi-2014;ice hockey men;Men;SILVER;GameTeam;Sweden team;;Sweden;SWE
Figure skating;garmisch-partenkirchen-1936;Pairs mixed;Mixed;GOLD;GameTeam;Germany team #1;maxi-herber;Germany;GER
Boxing;paris-1924;7257  7938kg lightheavyweight men;Men;BRONZE;Athlete;;sverre-sorsdal;Norway;NOR
Shooting;sydney-2000;trap 125 targets men;Men;GOLD;Athlete;;michael-diamond;Australia;AUS
Fencing;munich-1972;foil individual men;Men;SILVER;Athlete;;jeno-kamuti;Hungary;HUN
Gymnastics Artistic;barcelona-1992;uneven bars women;Women;GOLD;Athlete;;;People's Republic of China;CHN
Weightlifting;mexico-city-1968;825  90kg total middleheavyweight men;Men;SILVER;Athlete;;yan-talts;Soviet Union;URS
Athletics;montreal-1976;high jump men;Men;GOLD;Athlete;;jacek-wszola;Poland;POL
Luge;lake-placid-1980;Singles women;Women;SILVER;Athlete;;melitta-sollmann;German Democratic Republic (Germany);GDR
Snowboard;turin-2006;Snowboard Cross women;Women;SILVER;Athlete;;lindsey-jacobellis;United States of America;USA
Wrestling;beijing-2008;Super-Heavyweight, Freestyle (?120 kilograms) Men;Men;SILVER;Athlete;;david-musulbes;Slovakia;SVK
Bobsleigh;cortina-d-ampezzo-1956;twoman men;Men;GOLD;GameTeam;Italy team #1;giacomo-conti;Italy;ITA
Bobsleigh;nagano-1998;two-man men;Men;GOLD;GameTeam;Canada team #1;;Canada;CAN
Gymnastics Artistic;munich-1972;rings men;Men;SILVER;Athlete;;mikhail-voronin;Soviet Union;URS
Diving;athens-2004;synchronized diving 10m platform men;Men;BRONZE;GameTeam;Australia team;robert-newbery;Australia;AUS
Rowing;sydney-2000;lightweight double sculls 2x men;Men;SILVER;GameTeam;Italy team;elia-luini;Italy;ITA
Canoe Sprint;atlanta-1996;K2 1000m kayak double men;Men;SILVER;GameTeam;Germany team;torsten-rene-gutsche;Germany;GER
Athletics;stockholm-1912;high jump standing men;Men;SILVER;Athlete;;benjamin-w-adams;United States of America;USA
Rowing;rio-2016;four without coxswain 4 men;Men;SILVER;GameTeam;Australia team;;Australia;AUS
Rugby;rio-2016;rugby-7 men;Men;GOLD;GameTeam;Fiji team;;Fiji;FIJ
Basketball;melbourne-1956;basketball men;Men;BRONZE;GameTeam;Uruguay team;;Uruguay;URU
Boxing;amsterdam-1928;508kg flyweight men;Men;SILVER;Athlete;;armand-apell;France;FRA
Karate;tokyo-2020;Men's Kumite +75kg;Men;SILVER;Athlete;;tareg-hamedi;Saudi Arabia;KSA
Swimming;mexico-city-1968;400m individual medley men;Men;GOLD;Athlete;;charlie-hickcox;United States of America;USA
Athletics;amsterdam-1928;100m men;Men;SILVER;Athlete;;;Great Britain;GBR
Judo;atlanta-1996;56  61kg halfmiddleweight women;Women;BRONZE;Athlete;;;Republic of Korea;KOR
Wrestling;barcelona-1992;Heavyweight, Greco-Roman (?100 kilograms) Men;Men;BRONZE;Athlete;;sergey-demyashkevich;Unified Team;EUN
Gymnastics Artistic;helsinki-1952;vault men;Men;GOLD;Athlete;;viktor-ivanovich-chukarin;Soviet Union;URS
Alpine Skiing;beijing-2022;Women's Slalom;Women;SILVER;Athlete;;liensberger;Austria;AUT
Athletics;athens-2004;20km race walk women;Women;BRONZE;Athlete;;jane-saville;Australia;AUS
Marathon Swimming;beijing-2008;marathon 10km women;Women;BRONZE;Athlete;;cassandra-patten;Great Britain;GBR
Cycling Track;berlin-1936;Sprint individual men;Men;GOLD;Athlete;;anton-toni-merkens;Germany;GER
Swimming;beijing-2008;200m individual medley women;Women;GOLD;Athlete;;stephanie-rice;Australia;AUS
Figure skating;lake-placid-1980;Individual women;Women;BRONZE;Athlete;;dagmar-lurz;Federal Republic of Germany;FRG
Judo;montreal-1976;80 - 93kg (half-heavyweight) men;Men;SILVER;Athlete;;ramaz-kharshiladze;Soviet Union;URS
Modern Pentathlon;antwerp-1920;Individual competition men;Men;BRONZE;Athlete;;gosta-runo;Sweden;SWE
Badminton;rio-2016;doubles women;Women;BRONZE;GameTeam;Republic of Korea team #1;;Republic of Korea;KOR
Diving;athens-2004;synchronized diving 3m springboard women;Women;BRONZE;GameTeam;Australia team;chantelle-michell;Australia;AUS
Canoe Sprint;rio-2016;C-2 1000m (canoe double) men;Men;BRONZE;GameTeam;Ukraine team;dmytro-ianchuk;Ukraine;UKR
Sailing;tokyo-2020;Nacra 17 Mixed;Mixed;BRONZE;GameTeam;Germany;paul-kohlhoff;Germany;GER
Rowing;rio-2016;lightweight double sculls 2x women;Women;BRONZE;GameTeam;People's Republic of China team;feihong-pan;People's Republic of China;CHN
Canoe Sprint;helsinki-1952;C2 1000m canoe double men;Men;BRONZE;GameTeam;Germany team;egon-drews;Germany;GER
Wrestling;rio-2016;Greco-Roman 130 kg men;Men;SILVER;Athlete;;riza-kayaalp;Turkey;TUR
Sailing;tokyo-2020;470 Men;Men;BRONZE;GameTeam;Spain;nicolas-rodriguez-garcia-paz;Spain;ESP
Cycling Track;athens-2004;individual pursuit women;Women;SILVER;Athlete;;katie-mactier;Australia;AUS
Tennis;paris-1900;Singles women;Women;BRONZE;Athlete;;marion-jones-1;United States of America;USA
Cycling Road;beijing-2008;individual time trial men;Men;BRONZE;Athlete;;levi-leipheimer;United States of America;USA
Athletics;antwerp-1920;cross country team men;Men;BRONZE;GameTeam;Sweden team;;Sweden;SWE
Speed skating;cortina-d-ampezzo-1956;10000m men;Men;BRONZE;Athlete;;oleg-goncharenko;Soviet Union;URS
Alpine Skiing;innsbruck-1976;downhill men;Men;BRONZE;Athlete;;herbert-plank;Italy;ITA
Wrestling;berlin-1936;Featherweight, Greco-Roman (?61 kilograms) Men;Men;GOLD;Athlete;;yasar-erkan;Turkey;TUR
Swimming;rio-2016;50m freestyle women;Women;BRONZE;Athlete;;;Belarus;BLR
Judo;moscow-1980;78  86kg middleweight men;Men;GOLD;Athlete;;jurg-rothlisberger;Switzerland;SUI
Sailing;london-1948;twoperson keelboat open Star mixed;Open;BRONZE;GameTeam;Starita;adriaan-lambertus-joseph-maas;Netherlands;NED
Canoe Slalom;beijing-2008;K1 kayak single men;Men;SILVER;Athlete;;fabien-lefevre;France;FRA
Cycling Mountain Bike;london-2012;cross-country women;Women;GOLD;Athlete;;julie-bresset;France;FRA
Cycling Track;st-louis-1904;1/4 mile 402m men;Men;GOLD;Athlete;;marcus-hurley;United States of America;USA
Alpine Skiing;albertville-1992;alpine combined men;Men;BRONZE;Athlete;;steve-locher;Switzerland;SUI
Figure skating;calgary-1988;Individual men;Men;SILVER;Athlete;;brian-orser;Canada;CAN
Diving;munich-1972;3m springboard women;Women;GOLD;Athlete;;micki-king;United States of America;USA
Swimming;st-louis-1904;1500m freestyle men;Men;GOLD;Athlete;;emil-rausch;Germany;GER
Figure skating;garmisch-partenkirchen-1936;Pairs mixed;Mixed;SILVER;GameTeam;Austria team #1;erik-pausin;Austria;AUT
Handball;seoul-1988;handball women;Women;SILVER;GameTeam;Norway team;;Norway;NOR
Gymnastics Artistic;rio-2016;floor exercises men;Men;BRONZE;Athlete;;arthur-mariano;Brazil;BRA
Diving;sydney-2000;synchronized diving 3m springboard men;Men;SILVER;GameTeam;Russian Federation team;aleksandr-dobroskok;Russian Federation;RUS
Wrestling;melbourne-1956;Bantamweight, Greco-Roman (?57 kilograms) Men;Men;BRONZE;Athlete;;francisc-horvath;Romania;ROU
Rowing;rio-2016;eight with coxswain 8 men;Men;GOLD;GameTeam;Great Britain team;;Great Britain;GBR
Speed skating;sapporo-1972;10000m men;Men;BRONZE;Athlete;;sten-stensen;Norway;NOR
Archery;montreal-1976;individual FITA round women;Women;SILVER;Athlete;;valentina-kovpan;Soviet Union;URS
Shooting;stockholm-1912;free rifle team men;Men;GOLD;GameTeam;Sweden team;;Sweden;SWE
Athletics;los-angeles-1932;javelin throw women;Women;BRONZE;Athlete;;mathilde-tilly-fleischer;Germany;GER
Rowing;helsinki-1952;double sculls 2x men;Men;BRONZE;GameTeam;Uruguay team;juan-a-rodriguez;Uruguay;URU
Sailing;london-2012;Laser Radial - One Person Dinghy women;Women;GOLD;Athlete;;lijia-xu;People's Republic of China;CHN
Speed skating;salt-lake-city-2002;5000m women;Women;BRONZE;Athlete;;clara-hughes;Canada;CAN
Fencing;seoul-1988;�p�e team men;Men;SILVER;GameTeam;West Germany team;;Federal Republic of Germany;FRG
Sailing;seoul-1988;twoperson keelboat open Star mixed;Open;SILVER;GameTeam;United States team;harold-haenel;United States of America;USA
Cycling Track;moscow-1980;Team Pursuit 4000m men;Men;GOLD;GameTeam;Soviet Union team;;Soviet Union;URS
Sailing;los-angeles-1984;twoperson keelboat open Star mixed;Open;GOLD;GameTeam;United States team;william-e-sr-buchan;United States of America;USA
Athletics;antwerp-1920;decathlon men;Men;SILVER;Athlete;;brutus-kerr-hamilton;United States of America;USA
Sailing;beijing-2008;RSX - Windsurfer men;Men;SILVER;Athlete;;julien-bontemps;France;FRA
Swimming;barcelona-1992;100m butterfly men;Men;BRONZE;Athlete;;anthony-conrad-nesty;Suriname;SUR
Swimming;athens-2004;4x100m freestyle relay women;Women;SILVER;GameTeam;United States team;;United States of America;USA
Boxing;london-2012;75-81kg lightheavyweight men;Men;GOLD;Athlete;;;Russian Federation;RUS
Athletics;atlanta-1996;hammer throw men;Men;SILVER;Athlete;;lance-earl-deal;United States of America;USA
Wrestling;los-angeles-1984;Bantamweight, Greco-Roman (?57 kilograms) Men;Men;BRONZE;Athlete;;;Greece;GRE
Tennis;tokyo-2020;Women's Doubles;Women;BRONZE;GameTeam;Pigossi / Stefani;laura-pigossi;Brazil;BRA
Speed skating;pyeongchang-2018;Men�s Mass Start;Men;GOLD;Athlete;;seung-hoon-lee;Republic of Korea;KOR
Judo;seoul-1988;78  86kg middleweight men;Men;BRONZE;Athlete;;bernhard-spijkers;Netherlands;NED
Skeleton;sochi-2014;Individual men;Men;SILVER;Athlete;;martins-dukurs;Latvia;LAT
Sailing;paris-1900;1-2t mixed;Open;BRONZE;GameTeam;Martha #1;;France;FRA
Rowing;tokyo-1964;double sculls 2x men;Men;BRONZE;GameTeam;Czechoslovakia team;vladimir-andrs;Czechoslovakia;TCH
Athletics;london-1948;javelin throw men;Men;BRONZE;Athlete;;jozsef-varszegi;Hungary;HUN
Swimming;atlanta-1996;400m freestyle women;Women;BRONZE;Athlete;;kirsten-vlieghuis;Netherlands;NED
Swimming;los-angeles-1984;100m breaststroke women;Women;GOLD;Athlete;;petra-van-staveren;Netherlands;NED
Figure skating;squaw-valley-1960;Pairs mixed;Mixed;BRONZE;GameTeam;United States team #1;ronald-ludington;United States of America;USA
Rowing;st-louis-1904;single sculls 1x men;Men;BRONZE;Athlete;;constance-titus;United States of America;USA
Wrestling;berlin-1936;Featherweight, Freestyle (?61 kilograms) Men;Men;SILVER;Athlete;;francis-edward-millard;United States of America;USA
Wrestling;antwerp-1920;Featherweight, Greco-Roman (?60 kilograms) Men;Men;SILVER;Athlete;;heikki-kahkonen;Finland;FIN
Gymnastics Artistic;tokyo-1964;vault women;Women;GOLD;Athlete;;vera-caslavska;Czechoslovakia;TCH
Sailing;moscow-1980;Finn - One Person Dinghy (Heavyweight) men;Open;GOLD;Athlete;;esko-rechardt;Finland;FIN
Shooting;munich-1972;skeet (125 targets) mixed;Open;SILVER;Athlete;;yevgeni-petrov;Soviet Union;URS
Basketball;barcelona-1992;basketball women;Women;BRONZE;GameTeam;United States team;;United States of America;USA
Athletics;mexico-city-1968;javelin throw women;Women;SILVER;Athlete;;mihaela-penes;Romania;ROU
Swimming;berlin-1936;200m breaststroke women;Women;GOLD;Athlete;;hideko-maehata;Japan;JPN
Athletics;rome-1960;triple jump men;Men;SILVER;Athlete;;vladimir-goryaev;Soviet Union;URS
Rowing;st-louis-1904;single sculls 1x men;Men;GOLD;Athlete;;frank-greer;United States of America;USA
Cycling Track;london-1948;Team Pursuit 4000m men;Men;BRONZE;GameTeam;Great Britain team;;Great Britain;GBR
Athletics;tokyo-2020;Men's High Jump;Men;GOLD;Athlete;;mutaz-essa-barshim;Qatar;QAT
Swimming;los-angeles-1984;200m backstroke women;Women;SILVER;Athlete;;amy-lee-white;United States of America;USA
Badminton;rio-2016;Singles men;Men;BRONZE;Athlete;;viktor-axelsen;Denmark;DEN
Archery;munich-1972;individual FITA round women;Women;BRONZE;Athlete;;emma-gapchenko;Soviet Union;URS
Equestrian Jumping;los-angeles-1984;individual mixed;Open;GOLD;Athlete;;joseph-halpin-iv-fargis;United States of America;USA
Equestrian Jumping;paris-1924;team mixed;Men;SILVER;GameTeam;Switzerland team;;Switzerland;SUI
Wrestling;london-1908;Lightweight, Freestyle (?146.75 pounds) Men;Men;SILVER;Athlete;;;Great Britain;GBR
Cross Country Skiing;albertville-1992;5km women;Women;BRONZE;Athlete;;elena-vaelbe;Unified Team;EUN
Shooting;antwerp-1920;300m free rifle standing team men;Men;GOLD;GameTeam;Denmark team;;Denmark;DEN
Wrestling;berlin-1936;Light-Heavyweight, Freestyle (?87 kilograms) Men;Men;BRONZE;Athlete;;erich-siebert;Germany;GER
Athletics;london-2012;3000m steeplechase women;Women;GOLD;Athlete;;habiba-ghribi;Tunisia;TUN
Swimming;london-1948;100m backstroke women;Women;SILVER;Athlete;;suzanne-winona-zimmerman;United States of America;USA
Rowing;athens-2004;double sculls 2x men;Men;SILVER;GameTeam;Slovenia team;iztok-cop;Slovenia;SLO
Luge;nagano-1998;Doubles mixed;Open;BRONZE;GameTeam;United States team #2;brian-martin;United States of America;USA
Shooting;rio-2016;skeet (125 targets) men;Men;GOLD;Athlete;;gabriele-rossetti;Italy;ITA
Boxing;mexico-city-1968;57-60kg lightweight men;Men;SILVER;Athlete;;jozef-grudzien;Poland;POL
Athletics;helsinki-1952;4x400m relay men;Men;BRONZE;GameTeam;Germany team;;Germany;GER
Gymnastics Artistic;tokyo-1964;individual all-round men;Men;SILVER;Athlete;;boris-shakhlin;Soviet Union;URS
Athletics;beijing-2008;800m men;Men;GOLD;Athlete;;wilfred-bungei;Kenya;KEN
Athletics;tokyo-2020;Women's Marathon;Women;BRONZE;Athlete;;molly-seidel;United States of America;USA
Fencing;antwerp-1920;�p�e individual men;Men;SILVER;Athlete;;alexandre-lippmann;France;FRA
Canoe Sprint;moscow-1980;C2 1000m canoe double men;Men;BRONZE;GameTeam;Soviet Union team;yuri-lobanov;Soviet Union;URS
Wrestling;mexico-city-1968;Flyweight, Freestyle (?52 kilograms) Men;Men;GOLD;Athlete;;shigeo-nakata;Japan;JPN
Athletics;melbourne-1956;high jump women;Women;GOLD;Athlete;;mildred-louise-mcdaniel;United States of America;USA
Hockey;barcelona-1992;hockey women;Women;BRONZE;GameTeam;Great Britain team;;Great Britain;GBR
Athletics;barcelona-1992;400m hurdles women;Women;GOLD;Athlete;;sally-janet-jane-gunnell;Great Britain;GBR
Water Polo;london-2012;water polo women;Women;SILVER;GameTeam;Spain team;;Spain;ESP
Swimming;tokyo-2020;Men's 400m Individual Medley;Men;GOLD;Athlete;;chase-kalisz;United States of America;USA
Weightlifting;london-1948;67.5-75kg middleweight men;Men;BRONZE;Athlete;;sung-jip-kim;Republic of Korea;KOR
Alpine Skiing;albertville-1992;downhill women;Women;BRONZE;Athlete;;veronika-stallmaier;Austria;AUT
Fencing;st-louis-1904;foil individual men;Men;BRONZE;Athlete;;;United States of America;USA
Wrestling;helsinki-1952;Light-Heavyweight, Greco-Roman (?87 kilograms) Men;Men;BRONZE;Athlete;;karl-erik-nilsson;Sweden;SWE
Alpine Skiing;lake-placid-1980;giant slalom men;Men;GOLD;Athlete;;ingemar-stenmark;Sweden;SWE
Sailing;sydney-2000;fleetmatch race keelboat open Soling mixed;Open;BRONZE;GameTeam;Norway team;;Norway;NOR
Nordic Combined;lake-placid-1932;Individual men;Men;SILVER;Athlete;;ole-stenen;Norway;NOR
Judo;london-2012;100kg heavyweight men;Men;SILVER;Athlete;;alexander-mikhaylin;Russian Federation;RUS
Rowing;tokyo-1964;single sculls 1x men;Men;BRONZE;Athlete;;gottfried-kottmann;Switzerland;SUI
Tennis;stockholm-1912;mixed doubles mixed;Mixed;SILVER;GameTeam;Sweden team #1;sigrid-fick;Sweden;SWE
Canoe Sprint;mexico-city-1968;K4 1000m kayak four men;Men;SILVER;GameTeam;Romania team;;Romania;ROU
Gymnastics Artistic;barcelona-1992;parallel bars men;Men;BRONZE;Athlete;;;Unified Team;EUN
Athletics;antwerp-1920;4x100m relay men;Men;SILVER;GameTeam;France team;;France;FRA
Shooting;london-2012;10m Air Rifle women;Women;BRONZE;Athlete;;dan-yu;People's Republic of China;CHN
Handball;beijing-2008;handball women;Women;GOLD;GameTeam;Norway team;;Norway;NOR
Freestyle Skiing;pyeongchang-2018;Men�s Ski Slopestyle;Men;SILVER;Athlete;;nicholas-goepper;United States of America;USA
Boxing;helsinki-1952;60 - 63.5kg (light-welterweight) men;Men;GOLD;Athlete;;charles-adkins;United States of America;USA
Badminton;sydney-2000;doubles men;Men;GOLD;GameTeam;Indonesia team;candra-wijaya;Indonesia;INA
Weightlifting;tokyo-2020;Men's 61kg;Men;GOLD;Athlete;;fabin-li;People's Republic of China;CHN
Gymnastics Artistic;montreal-1976;balance beam women;Women;BRONZE;Athlete;;teodora-ungureanu;Romania;ROU
Ski Jumping;salt-lake-city-2002;Large Hill Individual men;Men;BRONZE;Athlete;;matti-hautamaeki;Finland;FIN
